	m_hilicp_0000	m_hilicp_0003	m_hilicp_0004	m_hilicp_0005	m_hilicp_0006	m_hilicp_0010	m_hilicp_0011	m_hilicp_0013	m_hilicp_0017	m_hilicp_0021	m_hilicp_0022	m_hilicp_0023	m_hilicp_0024	m_hilicp_0026	m_hilicp_0029	m_hilicp_0030	m_hilicp_0033	m_hilicp_0035	m_hilicp_0036	m_hilicp_0042	m_hilicp_0043	m_hilicp_0046	m_hilicp_0047	m_hilicp_0048	m_hilicp_0049	m_hilicp_0051	m_hilicp_0055	m_hilicp_0056	m_hilicp_0057	m_hilicp_0058	m_hilicp_0060	m_hilicp_0061	m_hilicp_0064	m_hilicp_0065	m_hilicp_0069	m_hilicp_0071	m_hilicp_0072	m_hilicp_0074	m_hilicp_0075	m_hilicp_0076	m_hilicp_0077	m_hilicp_0078	m_hilicp_0079	m_hilicp_0080	m_hilicp_0082	m_hilicp_0084	m_hilicp_0085	m_hilicp_0087	m_hilicp_0088	m_hilicp_0090	m_hilicp_0091	m_hilicp_0092	m_hilicp_0093	m_hilicp_0095	m_hilicp_0096	m_hilicp_0097	m_hilicp_0098	m_hilicp_0099	m_hilicp_0100	m_hilicp_0101	m_hilicp_0102	m_hilicp_0104	m_hilicp_0107	m_hilicp_0113	m_hilicp_0116	m_hilicp_0120	m_hilicp_0121	m_hilicp_0123	m_hilicp_0124	m_hilicp_0125	m_hilicp_0127	m_hilicp_0129	m_hilicp_0131	m_hilicp_0132	m_hilicp_0134	m_hilicp_0137	m_hilicp_0138	m_hilicp_0139	m_hilicp_0141	m_hilicp_0142	m_hilicp_0145	m_hilicp_0146	m_hilicp_0149	m_hilicp_0152	m_hilicp_0154	m_hilicp_0155	m_hilicp_0158	m_hilicp_0160	m_hilicp_0161	m_hilicp_0164	m_hilicp_0165	m_hilicp_0168	m_hilicp_0169	m_hilicp_0176	m_hilicp_0180	m_hilicp_0184	m_hilicp_0185	m_hilicp_0187	m_hilicp_0188	m_hilicp_0189	m_hilicp_0190	m_hilicp_0192	m_hilicp_0193	m_hilicp_0194	m_hilicp_0195	m_hilicp_0197	m_hilicp_0200	m_hilicp_0204	m_hilicp_0205	m_hilicp_0206	m_hilicp_0207	m_hilicp_0210	m_hilicp_0211	m_hilicp_0212	m_hilicp_0215	m_hilicp_0223	m_hilicp_0225	m_hilicp_0227	m_hilicp_0229	m_hilicp_0230	m_hilicp_0231	m_hilicp_0235	m_hilicp_0236	m_hilicp_0237	m_hilicp_0238	m_hilicp_0241	m_hilicp_0242	m_hilicp_0244	m_hilicp_0247	m_hilicp_0253	m_hilicp_0255	m_hilicp_0256	m_hilicp_0259	m_hilicp_0264	m_hilicp_0265	m_hilicp_0267	m_hilicp_0270	m_hilicp_0271	m_hilicp_0272	m_hilicp_0273	m_hilicp_0278	m_hilicp_0279	m_hilicp_0291	m_hilicp_0292	m_hilicp_0293	m_hilicp_0295	m_hilicp_0305	m_hilicp_0306	m_hilicp_0310	m_hilicp_0312	m_hilicp_0315	m_hilicp_0316	m_hilicp_0318	m_hilicp_0321	m_hilicp_0322	m_hilicp_0326	m_hilicp_0332	m_hilicp_0338	m_hilicp_0347	m_hilicp_0353	m_hilicp_0356	m_hilicp_0357	m_hilicp_0358	m_hilicp_0359	m_hilicp_0360	m_hilicp_0361	m_hilicp_0362	m_hilicp_0363	m_hilicp_0364	m_hilicp_0365	m_hilicp_0366	m_hilicp_0367
s01292			7370238.0	74573.0			7081558.0	141520.0			56240.0	9813.0	203858.0	1223748.0	499.0	2296169.0		193.0		21584568.0	416712.0				40246.0	11090343.0	12877948.0		1359565.0		529537					16358.0	4367.0	1268028.0	12965.0	8330.0	11875053.0	19986.0			315915.0			795828.0			16355.0			3249.0	91005		3947888	21649.0	1941820.0	28333.0		1571744.0					1855990.0	14054.0				2840.0		25601.0				81993.0			15522866						7552058		81074.0	6701.0				218643.0		2222.0	390.0		23528.0		108419.0	914.0	23748.0						54566.0			9653	2384382			40822.0	19386.0	13343.0	77910.0		205994.0			9479.0	23159.0	8777.0		248092.0	26536.0				7894.0	8293.0				8277.0	78870.0		15697.0	82222.0	18638.0	0.0	38285.0		48128.0	480.0			0.0		70976.0	22655.0					2596.0					91811.0	75849.0	191454.0	446397	304373			274220.0	
s01247			7360090.0	85379.0			8259236.0	489657.0			28728.0	11125.0	216750.0	1301515.0	764.0	2616947.0		0.0		17826086.0	332565.0				40992.0	9539038.0	14464730.0		1232706.0		529298					17366.0	14017.0	1499898.0	13237.0	10639.0	13976554.0	23946.0			361336.0			571052.0			17229.0			8128.0	127642		4564500	31874.0	2122025.0	67639.0		1714318.0					2238866.0	13132.0				2024.0		27295.0				102242.0			16835248						8502098		91595.0	63179.0				297095.0		14019.0	580.0		22769.0		124126.0	523.0	28219.0						74197.0			45798	2636787			35618.0	23045.0	13658.0	83958.0		231082.0			7163.0	82374.0	13157.0		332203.0	17900.0				24709.0	6002.0				8907.0	87682.0		166.0	55946.0	15374.0	115.0	6910.0		21898.0	1343.0			136.0		61137.0	31915.0					8681.0					81894.0	67151.0	181987.0	448818	292070			241001.0	
s01282			7566201.0	76067.0			7175260.0	145210.0			84686.0	19050.0	220595.0	1252120.0	925.0	2347976.0		0.0		25146768.0	414677.0				42148.0	11161764.0	14813225.0		1614462.0		500976					19574.0	6338.0	1241753.0	13487.0	9544.0	10070205.0	24494.0			332253.0			646240.0			16834.0			5060.0	103206		3849078	27569.0	2021093.0	29685.0		1600360.0					1748642.0	13922.0				1346.0		23424.0				77381.0			16447195						7401148		84063.0	4506.0				264033.0		2849.0	295.0		27876.0		111436.0	1041.0	25241.0						56860.0			7903	2412870			38804.0	20532.0	11742.0	65920.0		211113.0			5064.0	24592.0	22890.0		273855.0	24540.0				16245.0	8801.0				6937.0	79088.0		19107.0	69033.0	17577.0	713.0	39510.0		52569.0	645.0			288.0		30735.0	31948.0					3324.0					97962.0	73361.0	200783.0	437588	305243			266430.0	
s01266			7142318.0	75698.0			7705070.0	533286.0			83095.0	18981.0	217701.0	1141577.0	1051.0	2213800.0		0.0		19234576.0	395440.0				41577.0	12461047.0	17522748.0		1626760.0		486954					19821.0	6286.0	1224444.0	11683.0	17648.0	11348782.0	27097.0			310240.0			828422.0			15211.0			6211.0	98348		3581274	17440.0	1771999.0	25322.0		1393528.0					1497877.0	15020.0				2392.0		20300.0				72586.0			15554508						7244116		76848.0	4484.0				205250.0		126.0	473.0		15993.0		93655.0	1232.0	22961.0						52495.0			14714	2308562			34421.0	20765.0	12026.0	73939.0		181758.0			4486.0	19354.0	24639.0		238948.0	2796.0				14457.0	10164.0				5171.0	72080.0		11099.0	45466.0	15814.0	864.0	47007.0		47175.0	3744.0			393.0		17315.0	28110.0					4806.0					92706.0	70931.0	194958.0	453297	308708			266933.0	
s01194			7637298.0	66654.0			7401736.0	647499.0			33923.0	14002.0	229357.0	858127.0	1348.0	1915112.0		534.0		24791520.0	327973.0				38188.0	12089615.0	18865672.0		946466.0		492757					15755.0	6388.0	1201070.0	12297.0	9427.0	13921723.0	14304.0			320546.0			870641.0			15670.0			3645.0	139874		3765586	8531.0	1686210.0	34855.0		1125467.0					1705822.0	15182.0				2515.0		18465.0				63523.0			16777238						7803114		75017.0	54632.0				232890.0		8471.0	109.0		16480.0		116789.0	626.0	23083.0						66627.0			10350	2539338			40754.0	26747.0	12547.0	92439.0		218828.0			5342.0	85883.0	7684.0		424033.0	53881.0				58479.0	11644.0				7652.0	75905.0		18114.0	68530.0	18219.0	4140.0	63184.0		61892.0	6746.0			5498.0		91270.0	24526.0					5004.0					62384.0	70817.0	180502.0	467134	315881			252719.0	
s01209			7650390.0	80318.0			8443469.0	667144.0			36951.0	13141.0	223424.0	1131877.0	1055.0	2421972.0		352.0		18843804.0	336223.0				46746.0	10323859.0	18302038.0		1073576.0		507381					21028.0	53364.0	1371160.0	14918.0	15710.0	13536872.0	29985.0			361039.0			725014.0			17653.0			5123.0	119286		4537396	12812.0	1980960.0	32983.0		1554951.0					2139401.0	15320.0				5237.0		25566.0				91463.0			17296912						8343121		84897.0	8281.0				263273.0		9546.0	1850.0		20903.0		120460.0	2466.0	28782.0						76338.0			39649	2651720			39596.0	27596.0	13343.0	87866.0		270835.0			14589.0	76159.0	8713.0		357125.0	21181.0				22329.0	4769.0				8791.0	78251.0		987.0	65853.0	20073.0	142.0	14517.0		30163.0	119.0			663.0		69806.0	30451.0					13004.0					73926.0	73066.0	185974.0	435354	302315			252808.0	
s01225			8414026.0	89063.0			275124.0	934397.0			69597.0	13029.0	206637.0	1570604.0	452.0	2683867.0		331.0		46117668.0	424032.0				46153.0	10054138.0	19431634.0		1664610.0		499509					22023.0	17102.0	1418504.0	24232.0	13408.0	15182950.0	27977.0			350315.0			667176.0			24089.0			5082.0	264223		5410136	26000.0	2121580.0	16722.0		1931324.0					2253127.0	13711.0				2330.0		28604.0				106142.0			16323671						8804340		88255.0	6663.0				323846.0		5639.0	155.0		17486.0		126371.0	972.0	38465.0						71666.0			11210	2598595			38084.0	28585.0	12545.0	59388.0		228960.0			11241.0	103169.0	9809.0		323405.0	15523.0				25911.0	11472.0				7125.0	77906.0		1082.0	59057.0	17998.0	153.0	7654.0		16836.0	605.0			0.0		67818.0	3409.0					11523.0					91263.0	45396.0	190383.0	469140	296688			250840.0	
s01246			7251534.0	77938.0			8006644.0	677566.0			26924.0	10293.0	201373.0	1286595.0	501.0	2591486.0		271.0		19749636.0	322251.0				46058.0	9760667.0	18330370.0		1186089.0		488867					20874.0	17013.0	1444596.0	12948.0	16770.0	12964344.0	20671.0			342900.0			555348.0			20150.0			8490.0	121431		4573782	28535.0	2000037.0	30411.0		1776975.0					2100305.0	14360.0				2048.0		27405.0				89955.0			16692238						8176607		83971.0	7212.0				253732.0		16149.0	1190.0		20203.0		117068.0	232.0	27908.0						72388.0			47701	2465258			33142.0	22209.0	12927.0	75198.0		221724.0			12211.0	75831.0	13131.0		338572.0	16992.0				19998.0	12136.0				8111.0	78276.0		619.0	46423.0	12852.0	0.0	6548.0		19960.0	147.0			0.0		46685.0	28195.0					10324.0					95115.0	80928.0	209051.0	448328	306325			295747.0	
s01219			8918176.0	154516.0			9540677.0	904194.0			118472.0	9211.0	220981.0	1261333.0	829.0	2464595.0		571.0		10563789.0	374330.0				42633.0	9914863.0	19345258.0		2136354.0		493765					15603.0	9679.0	1407607.0	11081.0	15790.0	11093159.0	11209.0			348068.0			807691.0			14534.0			7881.0	81049		4827668	19090.0	1938608.0	85243.0		1917247.0					2129778.0	13220.0				1389.0		22383.0				99988.0			18678002						8329883		84381.0	7150.0				320588.0		2852.0	491.0		26882.0		133241.0	1823.0	23948.0						67121.0			6497	2683161			33867.0	28052.0	12667.0	73913.0		227107.0			10179.0	22833.0	8147.0		333300.0	175966.0				145644.0	13201.0				12578.0	79923.0		285.0	64310.0	14781.0	9159.0	35610.0		45243.0	740.0			210.0		68584.0	1811.0					6099.0					102440.0	72134.0	187842.0	449192	302369			240378.0	
s01237			6672562.0	81656.0			7933803.0	648500.0			31318.0	11700.0	206073.0	1228267.0	507.0	2517273.0		106.0		21355642.0	379542.0				44406.0	10334795.0	18208930.0		1162099.0		476263					19884.0	11074.0	1463431.0	16338.0	9305.0	12778669.0	11789.0			346055.0			732466.0			18941.0			6041.0	46212		4743480	16480.0	1871697.0	22748.0		1663190.0					2056112.0	15196.0				2466.0		23323.0				103312.0			15240472						8244802		88338.0	10536.0				280197.0		2981.0	119.0		22414.0		117199.0	1255.0	27157.0						64495.0			58130	2569606			38810.0	30273.0	13419.0	63084.0		200456.0			9970.0	102267.0	9680.0		295714.0	13677.0				7654.0	5537.0				8504.0	79358.0		338.0	47607.0	15104.0	0.0	16600.0		24847.0	235.0			0.0		63282.0	30379.0					8269.0					92953.0	49872.0	195204.0	480107	304889			261857.0	
s01289			7521468.0	79147.0			7109940.0	132564.0			35059.0	11627.0	215433.0	1262719.0	1067.0	2331838.0		0.0		22906044.0	466710.0				40288.0	10609763.0	13152104.0		1270295.0		508560					19943.0	6718.0	1292598.0	14680.0	7944.0	13494403.0	28698.0			320509.0			790483.0			17907.0			3822.0	59484		4091384	22957.0	1928980.0	27045.0		1539815.0					1891458.0	14497.0				1419.0		24459.0				86419.0			15596805						7665858		85520.0	5533.0				219166.0		607.0	453.0		19400.0		108815.0	332.0	24217.0						60411.0			9382	2340150			39916.0	24036.0	13705.0	66785.0		218183.0			7504.0	38820.0	8295.0		260031.0	12429.0				7209.0	10181.0				6939.0	78275.0		14004.0	88400.0	24636.0	1874.0	44553.0		61318.0	1366.0			636.0		68809.0	32575.0					5418.0					95747.0	42250.0	191413.0	473919	306315			264090.0	
s01317			9130612.0	230628.0			9657014.0	230137.0			105450.0	19927.0	211039.0	1869208.0	617.0	3152920.0		158.0		8996969.0	384859.0				54032.0	9685795.0	15163062.0		2950338.0		544772					19617.0	14191.0	1555931.0	12191.0	12675.0	11008453.0	20024.0			383299.0			680399.0			17190.0			5764.0	74316		5218773	27004.0	2383884.0	13512.0		2132043.0					2337624.0	11580.0				1829.0		38720.0				125222.0			19969796						8614522		87189.0	6525.0				339494.0		5239.0	1785.0		19271.0		122445.0	112.0	28760.0						66492.0			7191	2817451			35674.0	22974.0	14498.0	65334.0		238883.0			9939.0	14661.0	10229.0		327244.0	135463.0				102236.0	11626.0				10353.0	82777.0		477.0	122680.0	22915.0	0.0	29563.0		54491.0	531.0			143.0		62013.0	330.0					7580.0					101956.0	66861.0	187706.0	460286	289609			261833.0	
s01328			6322872.0	82211.0			7647096.0	544584.0			64769.0	10744.0	184239.0	1312846.0	1108.0	2532516.0		164.0		15640311.0	417879.0				44851.0	8716624.0	15297919.0		1241294.0		533848					16075.0	7753.0	1254700.0	25683.0	8536.0	11514459.0	23386.0			323864.0			632846.0			18804.0			4032.0	61120		4633886	28914.0	2083105.0	26643.0		1834712.0					2154346.0	12406.0				1552.0		29570.0				105934.0			15380323						8166787		89595.0	42008.0				280925.0		1750.0	904.0		19899.0		124822.0	1487.0	25284.0						52915.0			26283	2504451			35000.0	24278.0	13554.0	63939.0		162752.0			6903.0	118382.0	13086.0		289962.0	4061.0				18411.0	4219.0				9039.0	78620.0		227.0	47259.0	12707.0	0.0	14902.0		24459.0	114.0			0.0		49092.0	27729.0					9876.0					102987.0	64922.0	178763.0	457530	285845			242084.0	
s01273			7045309.0	73706.0			7226808.0	479480.0			80885.0	10079.0	198039.0	1210590.0	363.0	2271760.0		0.0		22373088.0	339128.0				40654.0	10633027.0	16000988.0		1329485.0		489929					20804.0	6112.0	1289736.0	12741.0	8912.0	14411282.0	22936.0			323321.0			752886.0			18587.0			5880.0	97143		3944345	11215.0	1882809.0	29861.0		1537961.0					1755103.0	12327.0				1943.0		23874.0				79646.0			14288552						7338082		81386.0	5781.0				243498.0		379.0	743.0		19680.0		104378.0	1073.0	23814.0						60476.0			12287	2234158			36466.0	24429.0	11798.0	72288.0		188375.0			7249.0	23620.0	17484.0		269614.0	21265.0				7355.0	6008.0				8351.0	75720.0		34427.0	66996.0	16345.0	0.0	35568.0		44591.0	1025.0			0.0		41180.0	31570.0					7552.0					95250.0	75076.0	190149.0	453755	288996			266710.0	
s01327			6445553.0	78945.0			7713609.0	578078.0			63029.0	11398.0	178853.0	1298667.0	548.0	2515170.0		114.0		15927314.0	452283.0				43506.0	8374065.0	15276720.0		1216144.0		537331					17642.0	8208.0	1327002.0	22677.0	7831.0	8598110.0	19579.0			324656.0			519785.0			19081.0			4065.0	57615		4454926	29644.0	2040794.0	28627.0		1747754.0					1976063.0	12564.0				959.0		32069.0				103379.0			14243020						7688380		84004.0	58179.0				343016.0		1400.0	122.0		22187.0		108438.0	1059.0	26986.0						65177.0			25856	2326115			34156.0	25458.0	13170.0	59706.0		203011.0			8832.0	134970.0	14312.0		317672.0	4019.0				17252.0	5429.0				9182.0	76907.0		794.0	44621.0	13296.0	0.0	14271.0		21914.0	253.0			0.0		46079.0	27780.0					7475.0					93601.0	67255.0	178879.0	443485	286451			223340.0	
s01293			7263340.0	78007.0			7094310.0	126868.0			59920.0	9882.0	212398.0	1245870.0	919.0	2294725.0		124.0		21992912.0	419355.0				40249.0	11084977.0	14234860.0		1364859.0		483656					19815.0	5419.0	1174735.0	12891.0	8049.0	15265049.0	22415.0			320655.0			642004.0			17291.0			5468.0	92690		4017504	12071.0	1984318.0	61745.0		1687163.0					1875064.0	12895.0				1766.0		20487.0				86177.0			16056725						7794321		83122.0	6460.0				311946.0		1410.0	1272.0		18484.0		106734.0	145.0	24169.0						55228.0			9203	2364592			37849.0	20426.0	14950.0	73149.0		214113.0			8653.0	26351.0	8560.0		237293.0	23521.0				8263.0	9790.0				6123.0	76542.0		13641.0	83524.0	19734.0	208.0	35158.0		52279.0	626.0			117.0		72643.0	24335.0					5950.0					97264.0	72830.0	184750.0	450149	304302			274873.0	
s01275			7140964.0	73656.0			7252736.0	445402.0			124018.0	11951.0	209229.0	1217615.0	790.0	2249215.0		0.0		21509608.0	345786.0				43291.0	10673761.0	15328437.0		1396220.0		546723					19649.0	6653.0	1213411.0	17699.0	5955.0	14856399.0	25705.0			328369.0			762030.0			16541.0			5009.0	101529		3874128	21211.0	1951048.0	27981.0		1638757.0					1778526.0	13809.0				2018.0		24688.0				78223.0			16248024						7494730		81597.0	6528.0				267089.0		984.0	1272.0		17602.0		108039.0	1021.0	23725.0						61853.0			9022	2425544			33793.0	21729.0	12560.0	75785.0		207875.0			8925.0	23593.0	15928.0		257458.0	10506.0				21150.0	10990.0				9641.0	76152.0		31786.0	74015.0	18195.0	0.0	38200.0		49703.0	412.0			0.0		46945.0	32437.0					5930.0					87499.0	42981.0	193636.0	466482	301733			273452.0	
s01262			8279597.0	68833.0			8321098.0	737952.0			238872.0	11884.0	220801.0	1140136.0	655.0	2215680.0		0.0		10590300.0	331805.0				40069.0	8932584.0	18103334.0		1590841.0		487033					19517.0	8342.0	1243424.0	360706.0	42596.0	6751793.0	27151.0			325844.0			700111.0			17518.0			5242.0	255691		4134031	21569.0	1575630.0	22136.0		1622834.0					1752083.0	15308.0				1409.0		23803.0				75661.0			16266504						7725424		73336.0	6759.0				252448.0		22380.0	221.0		28108.0		104536.0	691.0	21430.0						69370.0			10713	2450772			40562.0	27383.0	11955.0	131608.0		223371.0			4978.0	21974.0	16305.0		309492.0	59676.0				2069796.0	8944.0				9629.0	68428.0		1371.0	71643.0	22513.0	1911.0	38089.0		69489.0	2826.0			919.0		44148.0	132.0					5733.0					88801.0	67743.0	181921.0	427682	279220			243205.0	
s01201			7954076.0	88822.0			7780134.0	780128.0			342833.0	11630.0	224801.0	1189664.0	810.0	2350571.0		643.0		22798382.0	397509.0				40120.0	10914886.0	21354292.0		1281104.0		474617					18984.0	8283.0	1340959.0	40458.0	11105.0	11683781.0	12843.0			336029.0			833704.0			20935.0			3933.0	67701		5182158	20600.0	1852671.0	19871.0		1521847.0					2042136.0	15321.0				1439.0		22853.0				106740.0			17430258						8919184		85899.0	6427.0				239187.0		3077.0	345.0		14130.0		133422.0	1401.0	25370.0						63020.0			8102	2424742			34210.0	24224.0	13540.0	77985.0		222697.0			8970.0	13031.0	6932.0		311325.0	42075.0				88076.0	9574.0				3649.0	74302.0		8524.0	65023.0	18753.0	0.0	51437.0		59003.0	237.0			377.0		85209.0	59745.0					38624.0					80196.0	38861.0	200124.0	462079	310663			261082.0	
s01331			6263850.0	79876.0			6662922.0	553689.0			77703.0	10649.0	180606.0	1302460.0	991.0	2475316.0		246.0		24469440.0	414701.0				43477.0	9564706.0	15676034.0		1576481.0		556308					21211.0	6419.0	1279286.0	13673.0	8856.0	13317308.0	8242.0			322603.0			712654.0			17860.0			4913.0	86754		4184084	23450.0	2106389.0	2165112.0		1617980.0					1774241.0	11491.0				1548.0		25603.0				91606.0			12569600						7712396		86345.0	5647.0				192517.0		17176.0	724.0		17917.0		116235.0	115.0	26611.0						57015.0			15332	2242446			34779.0	20686.0	12220.0	67049.0		189267.0			8352.0	35171.0	12041.0		258772.0	34304.0				10638.0	8724.0				7737.0	80153.0		13048.0	71471.0	12884.0	0.0	21358.0		38202.0	340.0			0.0		77201.0	32617.0					2700.0					97724.0	42397.0	172626.0	487921	293001			222791.0	
s01277			7818370.0	87412.0			7544879.0	617460.0			263010.0	10601.0	213124.0	1742324.0	951.0	2775816.0		125.0		25362172.0	462512.0				49864.0	10464430.0	15112031.0		1955360.0		522926					18796.0	5891.0	1412383.0	15987.0	12514.0	15240933.0	5350.0			359653.0			715565.0			18483.0			5773.0	147752		4906636	39959.0	2526198.0	19017.0		1826742.0					2085247.0	13101.0				970.0		29422.0				111439.0			16341845						8713171		93629.0	6032.0				314314.0		3426.0	214.0		23578.0		122946.0	817.0	32407.0						67301.0			14340	2398785			35232.0	19645.0	13629.0	56994.0		203773.0			4094.0	23515.0	37899.0		262566.0	10455.0				14432.0	11044.0				8458.0	87500.0		552.0	76532.0	14544.0	0.0	1717.0		17659.0	548.0			140.0		10351.0	39479.0					4393.0					87368.0	71196.0	192182.0	429699	301249			257537.0	
s01319			7401140.0	91076.0			7758965.0	511214.0			42868.0	13890.0	208615.0	1918700.0	746.0	3034443.0		283.0		25231608.0	523758.0				58409.0	10678782.0	13711526.0		2213680.0		503299					18885.0	4993.0	1669959.0	14335.0	9926.0	13268666.0	18734.0			387525.0			765658.0			21510.0			3689.0	93503		5195074	21029.0	2527602.0	12300.0		1802990.0					2372238.0	13801.0				1142.0		33164.0				117632.0			15488664						8769561		96328.0	5377.0				230948.0		1314.0	638.0		18821.0		127838.0	367.0	33815.0						69336.0			16815	2635752			38542.0	23727.0	14336.0	70125.0		217543.0			10299.0	53856.0	10885.0		296046.0	10182.0				2291.0	11484.0				8257.0	91798.0		4062.0	81095.0	11826.0	17495.0	867.0		12309.0	5748.0			3379.0		60265.0	43801.0					5540.0					96014.0	78071.0	197346.0	510753	304118			272669.0	
s01303			6501232.0	80065.0			6761938.0	395540.0			28000.0	10071.0	225672.0	1191494.0	465.0	2334382.0		109.0		26939456.0	437648.0				41878.0	11499842.0	13362103.0		1340897.0		496938					21212.0	5725.0	1281792.0	13924.0	5021.0	10868322.0	22204.0			307195.0			799220.0			16318.0			3808.0	48344		4083363	18751.0	1884817.0	26613.0		1469958.0					1756468.0	14905.0				1817.0		28223.0				86847.0			15201697						7721665		82354.0	14315.0				180315.0		1049.0	122.0		22244.0		92205.0	1197.0	23129.0						55081.0			10612	2373576			36761.0	20171.0	12839.0	70506.0		192424.0			6985.0	58246.0	10344.0		213565.0	22289.0				8636.0	8598.0				3277.0	78035.0		6890.0	43374.0	12187.0	1085.0	40842.0		43047.0	1838.0			103.0		63262.0	25278.0					5200.0					93599.0	76131.0	194189.0	488116	306456			268548.0	
s01286			7117624.0	76784.0			6947060.0	520804.0			39236.0	10626.0	209763.0	1240937.0	785.0	2309454.0		241.0		22915062.0	392822.0				36305.0	11282112.0	14349734.0		1282492.0		498526					22218.0	6374.0	1266226.0	13258.0	7639.0	13065852.0	3618.0			310284.0			779536.0			16541.0			4061.0	96625		4003987	25646.0	1873296.0	21449.0		1545374.0					1776915.0	13467.0				1687.0		16348.0				84713.0			15365909						7623334		81275.0	4200.0				305126.0		918.0	271.0		23673.0		102869.0	257.0	23330.0						62958.0			10193	2402048			35543.0	22824.0	12865.0	70785.0		195859.0			6389.0	31875.0	19524.0		233834.0	29393.0				16889.0	5189.0				7831.0	71465.0		26590.0	69900.0	20333.0	1541.0	46359.0		57259.0	1228.0			867.0		43502.0	32342.0					5038.0					96728.0	45948.0	191634.0	441259	297200			264537.0	
s01313			7925609.0	140427.0			8331080.0	496192.0			49078.0	10884.0	216021.0	1254236.0	1173.0	2558270.0		0.0		10503123.0	222162.0				38679.0	9824621.0	14241275.0		1186243.0		510900					17921.0	31461.0	1335701.0	16321.0	5428.0	10653511.0	19203.0			312775.0			598768.0			15055.0			4717.0	47266		4559990	25202.0	1846731.0	51770.0		1714169.0					1894458.0	12827.0				1880.0		31845.0				107429.0			17324320						7745083		82230.0	5334.0				240910.0		368.0	892.0		19904.0		108196.0	1618.0	25516.0						63664.0			6810	2510836			37867.0	27772.0	12997.0	73043.0		199564.0			4949.0	23951.0	17329.0		301613.0	50670.0				87881.0	12324.0				10916.0	73930.0		373.0	99833.0	24809.0	0.0	53383.0		57673.0	385.0			109.0		43554.0	4236.0					6295.0					88545.0	72333.0	188120.0	462174	290012			250802.0	
s01298			6834050.0	79508.0			6996615.0	482707.0			23544.0	10794.0	213278.0	1329458.0	802.0	2366039.0		0.0		25496824.0	404271.0				41918.0	11952018.0	14803309.0		1306418.0		539236					19336.0	9931.0	1286601.0	14972.0	8025.0	11336242.0	18612.0			317376.0			809524.0			17222.0			3887.0	87666		4019736	20528.0	1954216.0	25536.0		1622736.0					1851234.0	15408.0				3047.0		19767.0				90967.0			14713934						7770891		84122.0	5505.0				272216.0		1376.0	109.0		19670.0		107071.0	860.0	25358.0						59202.0			13128	2222016			40655.0	15938.0	12334.0	63132.0		202277.0			8061.0	19694.0	6820.0		258088.0	27748.0				7102.0	9782.0				5998.0	75598.0		19879.0	76421.0	15309.0	1700.0	50226.0		63758.0	3248.0			278.0		75613.0	24902.0					7049.0					91629.0	43238.0	196337.0	462986	298583			272862.0	
s01252			7426914.0	76085.0			6565230.0	439348.0			40909.0	11182.0	227548.0	1289830.0	1074.0	2367503.0		147.0		36163364.0	425001.0				37543.0	12514187.0	16056550.0		1613497.0		470238					19526.0	5080.0	1411021.0	13424.0	10860.0	14333179.0	22246.0			351637.0			797643.0			18266.0			5973.0	179139		4092445	24633.0	1955882.0	27567.0		1522391.0					1735667.0	14602.0				2236.0		21475.0				84660.0			15749403						7844156		85189.0	6674.0				247937.0		5993.0	113.0		19470.0		110885.0	808.0	27691.0						52017.0			12461	2383144			36081.0	18994.0	12660.0	72441.0		171256.0			3041.0	13728.0	46186.0		226877.0	21639.0				20499.0	5525.0				8155.0	85559.0		11781.0	56775.0	13631.0	9834.0	12290.0		28206.0	6094.0			3409.0		14579.0	16677.0					3846.0					89332.0	45133.0	189398.0	470416	300320			262217.0	
s01245			6745992.0	74009.0			7552365.0	504362.0			32802.0	10447.0	209873.0	1228975.0	919.0	2367333.0		175.0		21359092.0	289447.0				42072.0	10248528.0	17023432.0		982209.0		462079					21449.0	22193.0	1323291.0	18338.0	13477.0	13493456.0	18873.0			334683.0			726840.0			16329.0			6228.0	93136		4096929	27593.0	1888378.0	29227.0		1544645.0					1720564.0	13649.0				1598.0		22897.0				82909.0			15219634						7696890		84595.0	7688.0				328669.0		34854.0	794.0		26231.0		108723.0	444.0	25023.0						55842.0			44625	2394667			35841.0	22672.0	12598.0	75089.0		183491.0			6593.0	40019.0	16273.0		273256.0	8915.0				49256.0	4733.0				7866.0	79142.0		229.0	47210.0	12449.0	0.0	7944.0		22258.0	551.0			0.0		61206.0	36531.0					9206.0					98752.0	74482.0	194874.0	437568	296943			263115.0	
s01236			7891529.0	88592.0			7976940.0	727973.0			44888.0	11629.0	212522.0	1413330.0	133.0	2636687.0		122.0		20391184.0	395528.0				46778.0	9574389.0	17396512.0		1318393.0		498945					19582.0	23566.0	1442882.0	13106.0	14120.0	12923006.0	24482.0			362175.0			678153.0			18414.0			4617.0	55540		5040999	31602.0	2122825.0	38852.0		1884782.0					2414746.0	14315.0				1324.0		30138.0				111406.0			17355790						9006005		89327.0	51879.0				281028.0		38920.0	165.0		21413.0		126508.0	2100.0	28521.0						69672.0			28585	2638357			33700.0	28877.0	14148.0	78171.0		231374.0			10912.0	121735.0	10731.0		331923.0	14782.0				49721.0	7224.0				6933.0	85215.0		546.0	71464.0	25512.0	0.0	9388.0		26741.0	11.0			109.0		59618.0	22598.0					9560.0					90301.0	70136.0	184784.0	444796	295237			257439.0	
