	m_c18p_0000	m_c18p_0001	m_c18p_0003	m_c18p_0005	m_c18p_0006	m_c18p_0007	m_c18p_0008	m_c18p_0009	m_c18p_0011	m_c18p_0012	m_c18p_0013	m_c18p_0014	m_c18p_0015	m_c18p_0017	m_c18p_0018	m_c18p_0019	m_c18p_0020	m_c18p_0021	m_c18p_0022	m_c18p_0023	m_c18p_0025	m_c18p_0026	m_c18p_0027	m_c18p_0028	m_c18p_0029	m_c18p_0030	m_c18p_0031	m_c18p_0032	m_c18p_0035	m_c18p_0037	m_c18p_0038	m_c18p_0039	m_c18p_0041	m_c18p_0042	m_c18p_0043	m_c18p_0044	m_c18p_0046	m_c18p_0047	m_c18p_0049	m_c18p_0050	m_c18p_0052	m_c18p_0053	m_c18p_0055	m_c18p_0056	m_c18p_0060	m_c18p_0064	m_c18p_0065	m_c18p_0067	m_c18p_0068	m_c18p_0069	m_c18p_0070	m_c18p_0072	m_c18p_0076	m_c18p_0080	m_c18p_0081	m_c18p_0082	m_c18p_0083	m_c18p_0084	m_c18p_0091	m_c18p_0093	m_c18p_0094	m_c18p_0098	m_c18p_0100	m_c18p_0102	m_c18p_0103	m_c18p_0105	m_c18p_0107	m_c18p_0108	m_c18p_0111	m_c18p_0112	m_c18p_0113	m_c18p_0114	m_c18p_0115	m_c18p_0117	m_c18p_0118	m_c18p_0119	m_c18p_0120	m_c18p_0121	m_c18p_0124	m_c18p_0125	m_c18p_0126	m_c18p_0129	m_c18p_0131	m_c18p_0133	m_c18p_0134	m_c18p_0135	m_c18p_0136	m_c18p_0137	m_c18p_0139	m_c18p_0140	m_c18p_0142	m_c18p_0146	m_c18p_0147	m_c18p_0149	m_c18p_0152	m_c18p_0154	m_c18p_0158	m_c18p_0159	m_c18p_0160	m_c18p_0161	m_c18p_0162	m_c18p_0163	m_c18p_0164	m_c18p_0170	m_c18p_0172	m_c18p_0174	m_c18p_0176	m_c18p_0177	m_c18p_0178	m_c18p_0179	m_c18p_0186	m_c18p_0189	m_c18p_0190	m_c18p_0195	m_c18p_0197	m_c18p_0199	m_c18p_0202	m_c18p_0204	m_c18p_0207	m_c18p_0209	m_c18p_0210	m_c18p_0213	m_c18p_0216	m_c18p_0217	m_c18p_0219	m_c18p_0220	m_c18p_0222	m_c18p_0223	m_c18p_0226	m_c18p_0232	m_c18p_0233	m_c18p_0234	m_c18p_0242	m_c18p_0245	m_c18p_0246	m_c18p_0249	m_c18p_0253	m_c18p_0255	m_c18p_0259	m_c18p_0263	m_c18p_0265	m_c18p_0267	m_c18p_0269	m_c18p_0270	m_c18p_0272	m_c18p_0274	m_c18p_0276	m_c18p_0278	m_c18p_0279	m_c18p_0280	m_c18p_0281	m_c18p_0283	m_c18p_0285	m_c18p_0286	m_c18p_0288	m_c18p_0290	m_c18p_0291	m_c18p_0301	m_c18p_0309	m_c18p_0311	m_c18p_0312	m_c18p_0314	m_c18p_0316	m_c18p_0319	m_c18p_0320	m_c18p_0322	m_c18p_0323	m_c18p_0324	m_c18p_0326	m_c18p_0327	m_c18p_0328	m_c18p_0329	m_c18p_0330	m_c18p_0332	m_c18p_0333	m_c18p_0342	m_c18p_0343	m_c18p_0348	m_c18p_0349	m_c18p_0353	m_c18p_0354	m_c18p_0355	m_c18p_0360	m_c18p_0361	m_c18p_0364	m_c18p_0365	m_c18p_0366	m_c18p_0369	m_c18p_0371	m_c18p_0372	m_c18p_0374	m_c18p_0375	m_c18p_0376	m_c18p_0377	m_c18p_0378	m_c18p_0379	m_c18p_0380	m_c18p_0381	m_c18p_0383	m_c18p_0384	m_c18p_0385	m_c18p_0387	m_c18p_0388	m_c18p_0390	m_c18p_0391	m_c18p_0392	m_c18p_0397	m_c18p_0398	m_c18p_0399	m_c18p_0400	m_c18p_0401	m_c18p_0402	m_c18p_0403	m_c18p_0405	m_c18p_0408	m_c18p_0410	m_c18p_0417	m_c18p_0418	m_c18p_0419	m_c18p_0421	m_c18p_0422	m_c18p_0423	m_c18p_0424	m_c18p_0426	m_c18p_0428	m_c18p_0429	m_c18p_0430	m_c18p_0432	m_c18p_0433	m_c18p_0438	m_c18p_0440	m_c18p_0442	m_c18p_0443	m_c18p_0445	m_c18p_0449	m_c18p_0453	m_c18p_0454	m_c18p_0456	m_c18p_0460	m_c18p_0461	m_c18p_0462	m_c18p_0464	m_c18p_0466	m_c18p_0469	m_c18p_0472	m_c18p_0474	m_c18p_0480	m_c18p_0481	m_c18p_0482	m_c18p_0483	m_c18p_0485	m_c18p_0491	m_c18p_0495	m_c18p_0496	m_c18p_0498	m_c18p_0503	m_c18p_0504	m_c18p_0508	m_c18p_0509	m_c18p_0510	m_c18p_0514	m_c18p_0516	m_c18p_0518	m_c18p_0521	m_c18p_0533	m_c18p_0535	m_c18p_0544	m_c18p_0551	m_c18p_0554	m_c18p_0555	m_c18p_0556	m_c18p_0557	m_c18p_0558	m_c18p_0559	m_c18p_0560	m_c18p_0561	m_c18p_0562	m_c18p_0563	m_c18p_0564	m_c18p_0565	m_c18p_0566	m_c18p_0567	m_c18p_0568	m_c18p_0569	m_c18p_0570	m_c18p_0571
s01662			8783.0			8949.0		1481183		359858.0		14503437	52415.0	18772.0			60417.0		13800031.0	3330.0	21691.0		221022.0	538848	66948.0			251730		4504760	37338.0	11488411					1015.0		273749	1079.0			706404.0	70226.0		9334.0	14142.0	1264173	551168.0					6734578.0	15351.0	0.0			18614.0	1450062.0				21525.0	30308.0	70923.0		0.0	8401	2381.0			522071.0		3109.0		26874.0		834786.0			938874.0		0.0	81973.0	29729.0		17030.0		832768.0		49169.0			5277.0	6793.0	3985.0	24451.0		16484.0		20051.0	656056.0	52059.0	1171450	486804.0			12212947.0		7997.0					49950.0				11898.0	6961.0			27377.0	9987.0	211451.0	58415		6344.0	43438.0	4941054.0	55777904.0	9618.0				21585.0			2710.0		60784.0			2119.0			798.0			45490.0							7684864		18788.0		3105.0		7438.0				16001	110.0	25747			12345.0					368453.0		12282.0			7550	33579.0				22434.0				6932.0			69257.0		6736.0	3247.0					44257.0			5905.0		46778.0		16597.0	29864.0	2741.0	15292.0		5456.0	13163.0	5706.0							2181.0	12715.0		36222.0			49653.0	2747.0	65656.0	0.0	27432.0	250495.0				147187.0		25985.0			123063.0					134321.0		1293.0		8519.0		197029.0							38045	133068.0	6800465.0	15024.0			157.0	44458		330092	634017	442697.0	304383.0	1085536	851018.0	155611	2125371	1264438	582809	242887.0		135377.0	324488.0	144860.0	95782.0
s01731			10623.0			9918.0		1607925		84257.0		17311064	971294.0	96450.0			95640.0		9492273.0	3260.0	13231.0		177793.0	493283	51432.0			325273		4238828	33910.0	4949935					1643.0		404724	1520.0			402539.0	86656.0		8304.0	16787.0	31470	585729.0					6992442.0	12746.0	2440.0			22586.0	1253503.0				10063.0	34080.0	13802.0		0.0	9909	3304.0			529208.0		94083.0		26547.0		13845.0			1220912.0		0.0	69441.0	25194.0		10428.0		711114.0		3551.0			3274.0	6906.0	7073.0	27778.0		14472.0		21006.0	395320.0	336841.0	992037	551227.0			8986301.0		1612.0					47455.0				5137.0	6929.0			25867.0	4053.0	211806.0	65706		2977.0	29863.0	3471136.0	48940256.0	12295.0				18783.0			2572.0		52594.0			391.0			649.0			34895.0							5156302		27583.0		839.0		29973.0				37247	198.0	25556			11870.0					234114.0		16987.0			2195301	29903.0				20822.0				5754.0			34666.0		6120.0	3213.0					3130.0			5256.0		43172.0		723.0	29177.0	25677.0	15924.0		0.0	11895.0	4627.0							989.0	134183.0		571476.0			57447.0	1544.0	107721.0	0.0	25171.0	259984.0				2345.0		23059.0			146281.0					307842.0		9133.0		24340.0		262579.0							8797	0.0	7604054.0	12374.0			545.0	50561		318677	597729	388477.0	212837.0	968881	762842.0	124446	1974866	1143092	444032	258468.0		117022.0	138466.0	154787.0	113032.0
s01668			4455.0			10809.0		1510826		224530.0		9165332	55547.0	9678.0			60994.0		12263037.0	3242.0	19132.0		209469.0	504349	70256.0			267109		5275786	36395.0	11362406					1468.0		272608	654.0			757344.0	65785.0		7585.0	14077.0	730903	548704.0					6894438.0	14656.0	0.0			20010.0	1393305.0				19124.0	29074.0	31907.0		0.0	7689	3750.0			518904.0		3384.0		22397.0		1070419.0			734958.0		0.0	82794.0	27889.0		16048.0		841293.0		42062.0			4515.0	6664.0	4628.0	17763.0		15187.0		19724.0	778901.0	50816.0	1149162	401440.0			11716870.0		5709.0					54259.0				12324.0	7078.0			26179.0	10712.0	215960.0	61748		5802.0	33500.0	5322393.0	53664944.0	9858.0				22447.0			2198.0		77126.0			2712.0			4818.0			45463.0							6840790		18250.0		5238.0		28642.0				14868	109.0	25606			14356.0					318949.0		11840.0			8827	40195.0				23018.0				6448.0			37116.0		7753.0	2816.0					617556.0			7558.0		36112.0		27671.0	5153.0	2260.0	13878.0		6447.0	12049.0	4552.0							1145.0	11937.0		11197.0			44097.0	582.0	24004.0	3044.0	28172.0	240702.0				178181.0		23001.0			109209.0					194385.0		4211.0		5223.0		233054.0							53041	143801.0	8293908.0	16794.0			621.0	45135		321116	644506	449549.0	304525.0	1045848	851347.0	153266	2102283	1247172	645268	238364.0		128136.0	350227.0	139388.0	93780.0
s01614			1375.0			12205.0		1477290		261412.0		24504160	84091.0	8288.0			43263.0		12045368.0	3264.0	11274.0		240362.0	394332	72252.0			284972		4328988	36005.0	12135420					1022.0		255586	607.0			816643.0	54109.0		9343.0	15673.0	670090	595168.0					6918946.0	14617.0	0.0			11160.0	1499982.0				25954.0	31446.0	41565.0		14816.0	5801	7917.0			547107.0		4368.0		13661.0		979100.0			935165.0		498.0	76911.0	25765.0		12472.0		855481.0		77069.0			4847.0	6215.0	5297.0	22557.0		14915.0		19187.0	859704.0	43826.0	1277964	450022.0			12804308.0		8050.0					54431.0				25929.0	7493.0			18600.0	13562.0	219130.0	45567		7653.0	38704.0	5469478.0	57897780.0	12737.0				24009.0			2185.0		69059.0			2834.0			2395.0			47724.0							8656658		14679.0		1887.0		6021.0				18907	0.0	24970			19067.0					272068.0		8266.0			11335	44950.0				25655.0				7407.0			45819.0		7641.0	3933.0					6230.0			8517.0		56418.0		18471.0	859.0	3305.0	14893.0		2697.0	18207.0	5979.0							988.0	72189.0		12293.0			157464.0	1756.0	30252.0	721.0	33283.0	288493.0				4271.0		6307.0			103897.0					31534.0		1875.0		5774.0		84763.0							39318	228477.0	4888848.0	13575.0			106.0	45234		295030	616656	436164.0	318015.0	1018428	804797.0	159393	2125311	1290460	622404	245952.0		132108.0	207369.0	159118.0	118015.0
s01711			5345.0			9344.0		1396282		278389.0		14624768	53518.0	5961.0			35202.0		10475304.0	1514.0	9353.0		204815.0	510661	64200.0			252310		4599519	36511.0	7405744					1322.0		273348	1601.0			828127.0	74341.0		9034.0	12257.0	961114	545273.0					6798195.0	14848.0	0.0			10759.0	1410247.0				21420.0	28571.0	40725.0		11229.0	4539	2597.0			500178.0		2817.0		20485.0		774674.0			752539.0		0.0	88176.0	24779.0		15952.0		798456.0		77166.0			5146.0	6450.0	3444.0	23423.0		13573.0		18009.0	550742.0	22137.0	1212168	348358.0			10773132.0		7907.0					53961.0				14833.0	9778.0			14641.0	10474.0	214429.0	35360		5453.0	44888.0	4298598.0	23929230.0	10559.0				21089.0			2229.0		82118.0			3924.0			3092.0			43183.0							6519414		13117.0		1491.0		2657.0				15508	121.0	16868			16495.0					351198.0		8600.0			10235	39101.0				22406.0				6128.0			49741.0		7199.0	4584.0					9376.0			6223.0		48062.0		4145.0	774.0	2721.0	14114.0		4102.0	13263.0	6099.0							54.0	12308.0		5930.0			53191.0	2717.0	34241.0	493.0	25242.0	315248.0				106813.0		5756.0			102779.0					137184.0		6948.0		10024.0		188462.0							32503	164843.0	7423230.0	16996.0			285.0	44273		205477	576344	426650.0	37546.0	924527	803790.0	141042	2140635	1223778	555797	247321.0		125393.0	236023.0	139171.0	90674.0
s01634			5031.0			13608.0		1422660		399727.0		22552112	51439.0	16620.0			79451.0		12444823.0	4811.0	17173.0		213890.0	433654	69812.0			254496		4793884	40337.0	9450517					1504.0		255498	1209.0			593037.0	69976.0		9291.0	14146.0	858452	617681.0					7326435.0	19765.0	0.0			18000.0	1569974.0				14256.0	31676.0	44636.0		0.0	9125	4749.0			533946.0		3053.0		27177.0		446710.0			1143436.0		0.0	76372.0	30687.0		10927.0		887356.0		30886.0			4890.0	8064.0	3227.0	32727.0		17215.0		22810.0	500036.0	62539.0	1180432	554608.0			10715632.0		2931.0					42663.0				11036.0	7609.0			24959.0	9128.0	233256.0	64914		6697.0	36617.0	4449592.0	56120992.0	10024.0				20933.0			4493.0		64592.0			1741.0			772.0			42126.0							6947368		17127.0		2156.0		7418.0				16612	296.0	28465			13050.0					337447.0		12288.0			5701	40372.0				22482.0				8405.0			175886.0		7810.0	4269.0					2608.0			5782.0		70290.0		7413.0	4656.0	2854.0	13850.0		1093.0	13328.0	6396.0							74.0	23147.0		3265.0			46697.0	12.0	19277.0	706.0	22315.0	300726.0				69979.0		14321.0			130397.0					147605.0		3110.0		8208.0		179091.0							6890	180394.0	7412548.0	32431.0			492.0	45323		352901	572965	415401.0	297763.0	995268	749239.0	139330	2224120	1184169	331893	247136.0		141834.0	309735.0	182586.0	106572.0
s01754			22450.0			6212.0		1686077	688404.0	20069.0		12819863	562147.0	129098.0			50994.0		11806959.0				52269.0	18590	56456.0			560768		5011947	33133.0	25032					0.0		180318	509.0			412243.0	528.0		24602.0	16231.0	952	546750.0		16966.0			6618436.0	10451.0	29139.0			14197.0	1317646.0					32750.0				6985	2440.0			418228.0		5005.0		5161.0		3643.0	13448.0		1236031.0	0.0	20388.0	69178.0	23998.0		8383.0		638266.0		1451.0			5978.0	7838.0	2212.0	13608.0	2893.0	5411.0		13052.0	412628.0	16101.0	1237008	571199.0			149477.0							60373.0				13700.0	6682.0			29028.0	7017.0	227177.0	59125			10535.0	24976.0	409461.0	264.0				26500.0					43442.0			277.0			4021.0		4247.0	56218.0							52586		21689.0		134022.0		24463.0				44659	506568.0	22293			9638.0					182715.0		12828.0			1451143	24081.0				12416.0							21842.0		7291.0	86655.0								117987.0		13153.0			26046.0	873.0				43510.0	24005.0	1090113.0							2591680.0		82987.0			2710.0	17972.0	18342.0		17546.0	214858.0			2770.0	66729.0		16353.0			112784.0				6574.0	404724.0		5729.0		6584.0		277617.0							19357	0.0	5327263.0					56128		289738	702043	951898.0	45491.0	1340594	770781.0	132358	1550194	1073751	518077	112022.0		36571.0	541004.0	41023.0	37009.0
s01802			7693.0			8306.0		1412004	122026.0	943348.0		12156483	411627.0	98768.0			69912.0		6557752.0				148886.0	553081	39673.0			304166		3133933	26357.0	4100446					112.0		306781	485.0			824111.0	92301.0		6972.0	15519.0	2346	494567.0		16259.0			6111928.0	7851.0	0.0			25412.0	2223.0					26879.0				4692	2560.0			366188.0		84017.0		27031.0		857109.0	29544.0		942112.0	9097.0	223.0	55314.0	22527.0		967.0		553296.0		29555.0			3168.0	8552.0	3385.0	17716.0	816.0	7088.0		16442.0	454365.0	273820.0	1053479	350886.0			8334212.0							52074.0				5192.0	6227.0			18814.0	6375.0	199019.0	58758			22259.0	8090913.0	39795184.0	19635.0				16920.0					44757.0			2317.0			5498.0		3796.0	54262.0							5591306		16866.0		571.0		16979.0				14920	0.0	15983			9929.0					137626.0		10015.0			75350	22535.0				11931.0							32530.0		5265.0	66106.0								92472.0		20642.0			23248.0	23367.0				25467.0	27930.0	675543.0							262.0		0.0			54076.0	12.0	0.0		14419.0	177246.0			8073.0	68450.0		10738.0			97498.0				5545.0	277996.0		3267.0		22203.0		283770.0							35222	22253.0	5688538.0					44949		245608	501608	330017.0	64912.0	828920	674996.0	105808	1704791	1068203	434588	149070.0		53787.0	327929.0	52353.0	34424.0
s01855			302.0			0.0		0	5474.0	2923.0		79165	45996.0	0.0			0.0		53327.0				0.0	124	0.0			912		4053	2674.0	9014					0.0		1987	0.0			166.0	0.0		0.0	416.0	1552	1656.0		2225.0			224713.0	13424.0	0.0			0.0	1743.0					7568.0				0	0.0			0.0		0.0		0.0		2299.0	1075.0		0.0	151.0	220.0	437.0	1439.0		708.0		147.0		221.0			159.0	0.0	1942.0	820.0	1199.0	1540.0		0.0	0.0	0.0	0	0.0			639.0							4513.0				321.0	113.0			0.0	0.0	111.0	228			4716.0	1306.0	5740.0	104.0				2624.0					0.0			167.0			0.0		0.0	0.0							0		0.0		143.0		0.0				0	0.0	0			0.0					0.0		0.0			0	0.0				0.0							0.0		0.0	0.0								1152.0		0.0			0.0	0.0				0.0	15463.0	0.0							0.0		0.0			0.0	0.0	0.0		17673.0	0.0			0.0	87624.0		0.0			0.0				0.0	0.0		0.0		0.0		0.0							0	0.0	18650394.0					0		0	0	0.0	660.0	704	0.0	2473	0	110	108	0.0		0.0	1251.0	107.0	0.0
s01781			8268.0			22648.0		1507677	110224.0	934261.0		12368338	666732.0	93524.0			82416.0		6824591.0				123954.0	517188	48847.0			306820		2406578	27066.0	4425254					129.0		312289	700.0			420576.0	92714.0		8617.0	14946.0	2647	473889.0		15550.0			5942396.0	8157.0	2696.0			28569.0	2486.0					29033.0				6728	2687.0			382609.0		101644.0		21634.0		904486.0	20606.0		470942.0	111.0	0.0	53059.0	23029.0		538.0		551370.0		1826.0			2553.0	10645.0	2484.0	16195.0	948.0	7296.0		17015.0	530843.0	268528.0	1059619	424650.0			7818854.0							51155.0				5489.0	4754.0			17066.0	3019.0	209038.0	48088			25693.0	7229428.0	39735904.0	8765.0				18328.0					41347.0			1506.0			7333.0		3485.0	59792.0							5678676		21345.0		2580.0		26239.0				12897	0.0	19364			12341.0					155622.0		11277.0			10000	21109.0				11072.0							28522.0		6278.0	63103.0								93182.0		16373.0			28238.0	23757.0				12024.0	26964.0	931510.0							0.0		0.0			55017.0	0.0	0.0		17939.0	162878.0			760.0	70646.0		17693.0			122879.0				4721.0	284669.0		4503.0		21290.0		294183.0							40213	18127.0	6908756.0					46028		243879	505363	319350.0	80288.0	804474	668071.0	105902	1632999	1049574	443872	140597.0		49998.0	473143.0	48292.0	35856.0
s01767			10165.0			8216.0		1691049	145680.0	1004871.0		14678222	40444.0	1003.0			41295.0		8480359.0				116948.0	296709	43158.0			273566		4068147	28131.0	5674784					2068.0		304128	1866.0			1848823.0	130.0		3114.0	13757.0	740004	570006.0		14525.0			7318022.0	15868.0	0.0			14588.0	4662.0					34971.0				1894	2803785.0			479710.0		2888.0		13739.0		111324.0	9535.0		7292204.0	1550.0	0.0	65858.0	26613.0		8044.0		636744.0		1501.0			5609.0	3672.0	3481.0	15892.0	1092.0	8106.0		129173.0	183027.0	3223.0	974286	470994.0			9283804.0							53872.0				7405.0	5977.0			18826.0	7959.0	149052.0	39978			28755.0	7167674.0	42311888.0	25765.0				20975.0					68055.0			752.0			2373.0		2276.0	67328.0							6206871		10108.0		850.0		32462.0				12502	0.0	23558			27909.0					264640.0		14650.0			29530	22764.0				12471.0							24487.0		6175.0	78721.0								102808.0		20196.0			13703.0	4167.0				30755.0	43655.0	680.0							20485.0		19209.0			4099.0	42.0	38440.0		6452.0	279493.0			2086.0	70622.0		3024.0			107816.0				128.0	158180.0		441.0		6907.0		327746.0							49154	436.0	8564813.0					44241		262972	558825	329803.0	66665.0	896383	698334.0	115274	1633750	1049656	497602	133046.0		45813.0	348716.0	45945.0	30271.0
s01828			6633.0			7140.0		1678382	142956.0	1033444.0		12040539	48119.0	109380.0			99552.0		7287136.0				140213.0	559818	41759.0			309999		3726264	27008.0	4255724					0.0		333230	336.0			444579.0	100802.0		8803.0	13981.0	1354	448888.0		27344.0			5698890.0	6963.0	0.0			24952.0	3790.0					22290.0				6235	2372.0			372697.0		74495.0		26127.0		1051284.0	14783.0		145337.0	442.0	0.0	53241.0	21557.0		1154.0		554743.0		2203.0			2703.0	9403.0	3081.0	14975.0	1833.0	9237.0		15700.0	503291.0	277386.0	1071306	452352.0			8116828.0							52929.0				5751.0	4578.0			20427.0	6597.0	205635.0	60584			22468.0	7274914.0	41105448.0	6716.0				19916.0					37589.0			1579.0			4441.0		3849.0	57950.0							5582701		18789.0		246.0		20247.0				11498	0.0	17922			9199.0					142286.0		14029.0			15993	18931.0				11697.0							31933.0		5014.0	63894.0								84915.0		22604.0			27842.0	606.0				32034.0	28955.0	955841.0							0.0		0.0			54496.0	0.0	0.0		15231.0	226379.0			531.0	67775.0		18539.0			128393.0				3946.0	265161.0		3150.0		31150.0		280535.0							32675	12290.0	6876682.0					44851		240829	504858	320240.0	75513.0	919796	658739.0	105873	1650865	1047244	425064	150699.0		54617.0	251775.0	52232.0	36202.0
s01741			2632.0			0.0		0	4855.0	2815.0		109019	63598.0	0.0			0.0		133477.0				0.0	105	0.0			247		1762	0.0	1637					0.0		2709	0.0			194.0	0.0		483.0	0.0	833	548.0		1397.0			88997.0	9689.0	129.0			0.0	0.0					18317.0				992	187.0			0.0		110.0		108.0		246.0	499.0		0.0	84.0	963.0	436.0	1094.0		141.0		501.0		395.0			0.0	0.0	536.0	563.0	270.0	393.0		0.0	0.0	103.0	0	0.0			159.0							212.0				417.0	369.0			121.0	0.0	0.0	1126			424.0	642.0	493.0	0.0				1672.0					120.0			110.0			0.0		0.0	0.0							0		0.0		0.0		0.0				0	0.0	0			130.0					0.0		0.0			0	117.0				0.0							0.0		0.0	0.0								0.0		104.0			0.0	0.0				0.0	1262.0	0.0							0.0		0.0			0.0	0.0	0.0		664.0	0.0			0.0	92640.0		0.0			0.0				0.0	0.0		0.0		0.0		0.0							0	0.0	92651.0					0		0	0	0.0	128.0	107	0.0	571	0	117	149	0.0		0.0	498.0	131.0	0.0
s01777			0.0			6878.0		1577589	120643.0	908962.0		13484551	39056.0	742.0			52549.0		8015122.0				105182.0	512582	19440.0			263922		3539036	10722.0	3749610					1740.0		360143	1178860.0			1830432.0	480.0		2926.0	12129.0	1061897	544770.0		20275.0			7024232.0	14059.0	0.0			13509.0	8677.0					28445.0				124893	26475.0			467778.0		7765.0		18589.0		577.0	12079.0		7001006.0	530.0	0.0	62651.0	25971.0		9520.0		633287.0		2470.0			3270.0	4843.0	2916.0	16510.0	1125.0	6262.0		458766.0	247046.0	56731.0	18240	439132.0			7559670.0							43575.0				7450.0	6621.0			17700.0	12509.0	358.0	49088			31736.0	8300982.0	41024344.0	5971.0				2140.0					83264.0			421.0			1389.0		1932.0	3125.0							5672012		12824.0		400.0		31467.0				13711	5223.0	22431			17566.0					338956.0		7173.0			10855	26667.0				11732.0							25732.0		6231.0	78985.0								97807.0		22224.0			17445.0	1251.0				27620.0	32803.0	2243.0							1479.0		1658.0			2988.0	0.0	3675.0		16838.0	287059.0			1459.0	75142.0		103.0			123121.0				0.0	142.0		158.0		19982.0		0.0							42708	279.0	5906370.0					42463		232768	510180	363434.0	63148.0	859432	676369.0	110364	1629540	1030696	487619	145789.0		49742.0	393103.0	48431.0	30411.0
s01794			9905.0			7476.0		1733922	126053.0	1048194.0		12541768	36079.0	69923.0			130819.0		7337986.0				145139.0	483427	38847.0			273368		3650784	25170.0	3167948					0.0		309204	262.0			216494.0	44517.0		6463.0	16860.0	82661	505874.0		12515.0			5202632.0	6797.0	19264.0			19892.0	2962.0					23042.0				6471	2425.0			370094.0		86997.0		26232.0		202807.0	13462.0		1244677.0	525.0	15328.0	57190.0	23196.0		8729.0		555975.0		1807.0			2839.0	7011.0	3976.0	14882.0	10704.0	9308.0		17350.0	471308.0	169724.0	1037077	532652.0			8521688.0							53458.0				6503.0	7611.0			16141.0	2356.0	225415.0	69983			23652.0	8596276.0	41600740.0	7192.0				18307.0					49001.0			1156.0			134.0		1868.0	49562.0							5409123		19624.0		2297.0		31260.0				11147	114.0	17706			10904.0					90501.0		13676.0			3628	21921.0				10954.0							26935.0		5781.0	68023.0								99447.0		20452.0			23501.0	20871.0				34055.0	27471.0	1000027.0							1910531.0		91970.0			55006.0	10942.0	43234.0		13402.0	247461.0			1392.0	71570.0		16697.0			118492.0				5525.0	270299.0		10511.0		14843.0		267181.0							36119	342.0	6386428.0					47719		236181	498896	299721.0	67970.0	789149	638354.0	106450	1649650	991757	457635	149101.0		51335.0	437253.0	50274.0	31987.0
s01764			12337.0			8805.0		1856789	142112.0	1104000.0		11848789	32436.0	98267.0			120231.0		7635692.0				155646.0	607566	33162.0			329897		3249489	459262.0	4122471					138.0		343678	623.0			425520.0	96017.0		5726.0	17655.0	95929	514316.0		11343.0			5621042.0	6233.0	28068.0			23692.0	1352.0					38119.0				6646	273.0			227684.0		108885.0		26658.0		130059.0	13446.0		1280773.0	503.0	19019.0	55965.0	22224.0		10249.0		552034.0		2913.0			5875.0	7303.0	2298.0	17227.0	514.0	7822.0		422052.0	446164.0	298854.0	1033715	484753.0			8292216.0							55400.0				4156.0	5519.0			17183.0	2751.0	412.0	64051			27322.0	7199307.0	40120752.0	7552.0				17162.0					44086.0			1449.0			205.0		1143.0	151098.0							5217036		19803.0		1075.0		24042.0				13424	0.0	18256			9434.0					133806.0		14830.0			4626	20905.0				11643.0							31726.0		4688.0	63718.0								92791.0		23534.0			27455.0	25816.0				33163.0	28595.0	1090116.0							2822055.0		73304.0			50314.0	14237.0	84767.0		17225.0	228176.0			100251.0	72289.0		16226.0			123716.0				3052.0	250266.0		1878.0		24721.0		257236.0							37649	31032.0	5463539.0					48153		243025	500226	292518.0	72948.0	794301	628097.0	102510	1702732	988636	498724	125540.0		46735.0	466053.0	48923.0	28547.0
s01826			7357.0			5900.0		1691964	121611.0	1003947.0		12274481	54339.0	130164.0			128392.0		7688133.0				132314.0	566342	44240.0			299605		3280458	28917.0	4773839					0.0		368467	483.0			494497.0	97445.0		14660.0	12869.0	1129	402873.0		26389.0			5864707.0	8087.0	0.0			26471.0	1921.0					31928.0				6398	1650.0			412964.0		40871.0		25124.0		998516.0	12363.0		15762.0	613.0	0.0	54153.0	21330.0		952.0		557937.0		2100.0			2545.0	7941.0	3115.0	16726.0	933.0	8497.0		16579.0	493245.0	272550.0	1130937	443272.0			8176160.0							49341.0				4909.0	4853.0			19645.0	6096.0	204112.0	59015			22325.0	7412458.0	41468740.0	5785.0				19712.0					42262.0			1477.0			12257.0		3080.0	58852.0							6073336		18739.0		2755.0		22787.0				12864	0.0	18233			10025.0					131880.0		14646.0			16463	20086.0				12288.0							28471.0		4955.0	61961.0								88569.0		21016.0			27499.0	524.0				15107.0	29636.0	946526.0							0.0		0.0			54429.0	0.0	0.0		17077.0	232115.0			1126.0	66055.0		15703.0			121049.0				5735.0	284306.0		4478.0		16528.0		289747.0							29775	2587.0	6877881.0					45491		243530	526262	339511.0	51349.0	853601	691974.0	107782	1696031	1065758	427867	152026.0		56348.0	349096.0	54700.0	37033.0
