	m_c18n_0000	m_c18n_0001	m_c18n_0003	m_c18n_0006	m_c18n_0008	m_c18n_0009	m_c18n_0010	m_c18n_0011	m_c18n_0013	m_c18n_0016	m_c18n_0017	m_c18n_0018	m_c18n_0019	m_c18n_0020	m_c18n_0021	m_c18n_0022	m_c18n_0023	m_c18n_0024	m_c18n_0025	m_c18n_0026	m_c18n_0027	m_c18n_0028	m_c18n_0029	m_c18n_0030	m_c18n_0031	m_c18n_0035	m_c18n_0037	m_c18n_0039	m_c18n_0041	m_c18n_0042	m_c18n_0043	m_c18n_0048	m_c18n_0049	m_c18n_0050	m_c18n_0051	m_c18n_0052	m_c18n_0053	m_c18n_0054	m_c18n_0055	m_c18n_0056	m_c18n_0058	m_c18n_0059	m_c18n_0060	m_c18n_0061	m_c18n_0062	m_c18n_0063	m_c18n_0064	m_c18n_0065	m_c18n_0066	m_c18n_0067	m_c18n_0068	m_c18n_0071	m_c18n_0072	m_c18n_0073	m_c18n_0074	m_c18n_0077	m_c18n_0080	m_c18n_0082	m_c18n_0084	m_c18n_0086	m_c18n_0087	m_c18n_0088	m_c18n_0093	m_c18n_0094	m_c18n_0097	m_c18n_0098	m_c18n_0099	m_c18n_0100	m_c18n_0101	m_c18n_0103	m_c18n_0104	m_c18n_0105	m_c18n_0107	m_c18n_0108	m_c18n_0109	m_c18n_0110	m_c18n_0112	m_c18n_0113	m_c18n_0114	m_c18n_0116	m_c18n_0117	m_c18n_0122	m_c18n_0127	m_c18n_0128	m_c18n_0129	m_c18n_0130	m_c18n_0132	m_c18n_0133	m_c18n_0135	m_c18n_0136	m_c18n_0139	m_c18n_0140	m_c18n_0141	m_c18n_0145	m_c18n_0148	m_c18n_0150	m_c18n_0152	m_c18n_0158	m_c18n_0159	m_c18n_0160	m_c18n_0161	m_c18n_0162	m_c18n_0164	m_c18n_0166	m_c18n_0167	m_c18n_0168	m_c18n_0171	m_c18n_0172	m_c18n_0175	m_c18n_0176	m_c18n_0177	m_c18n_0179	m_c18n_0181	m_c18n_0182	m_c18n_0189	m_c18n_0196	m_c18n_0198	m_c18n_0200	m_c18n_0205	m_c18n_0206	m_c18n_0213	m_c18n_0214	m_c18n_0215	m_c18n_0218	m_c18n_0219	m_c18n_0221	m_c18n_0224	m_c18n_0226	m_c18n_0231	m_c18n_0233	m_c18n_0234	m_c18n_0237	m_c18n_0238	m_c18n_0242	m_c18n_0248	m_c18n_0250	m_c18n_0251	m_c18n_0256	m_c18n_0258	m_c18n_0259	m_c18n_0262	m_c18n_0263	m_c18n_0265	m_c18n_0266	m_c18n_0267	m_c18n_0271	m_c18n_0273	m_c18n_0275	m_c18n_0278	m_c18n_0280	m_c18n_0282	m_c18n_0283	m_c18n_0284	m_c18n_0285	m_c18n_0286	m_c18n_0288	m_c18n_0291	m_c18n_0292	m_c18n_0294	m_c18n_0297	m_c18n_0298	m_c18n_0302	m_c18n_0303	m_c18n_0307	m_c18n_0309	m_c18n_0312	m_c18n_0313	m_c18n_0316	m_c18n_0317	m_c18n_0321	m_c18n_0323	m_c18n_0325	m_c18n_0328	m_c18n_0329	m_c18n_0330	m_c18n_0335	m_c18n_0337	m_c18n_0338	m_c18n_0340	m_c18n_0345	m_c18n_0347	m_c18n_0348	m_c18n_0351	m_c18n_0356	m_c18n_0357	m_c18n_0358	m_c18n_0360	m_c18n_0361	m_c18n_0362	m_c18n_0365	m_c18n_0366	m_c18n_0367	m_c18n_0373	m_c18n_0381	m_c18n_0382	m_c18n_0383	m_c18n_0385	m_c18n_0388	m_c18n_0390	m_c18n_0392	m_c18n_0398	m_c18n_0399	m_c18n_0400	m_c18n_0401	m_c18n_0402	m_c18n_0404	m_c18n_0413	m_c18n_0414	m_c18n_0415	m_c18n_0416	m_c18n_0418	m_c18n_0419	m_c18n_0420	m_c18n_0421	m_c18n_0422	m_c18n_0425	m_c18n_0428	m_c18n_0433	m_c18n_0435	m_c18n_0436	m_c18n_0438	m_c18n_0439	m_c18n_0440	m_c18n_0445	m_c18n_0449	m_c18n_0451	m_c18n_0452	m_c18n_0453	m_c18n_0455	m_c18n_0458	m_c18n_0466	m_c18n_0467	m_c18n_0469	m_c18n_0475	m_c18n_0476	m_c18n_0477	m_c18n_0479	m_c18n_0480	m_c18n_0482	m_c18n_0485	m_c18n_0486	m_c18n_0492	m_c18n_0493	m_c18n_0501	m_c18n_0502	m_c18n_0506	m_c18n_0517	m_c18n_0519	m_c18n_0521	m_c18n_0523	m_c18n_0524	m_c18n_0527	m_c18n_0528	m_c18n_0530	m_c18n_0543	m_c18n_0547	m_c18n_0551	m_c18n_0553	m_c18n_0556	m_c18n_0557	m_c18n_0558	m_c18n_0559	m_c18n_0560	m_c18n_0561	m_c18n_0562	m_c18n_0563	m_c18n_0564	m_c18n_0565	m_c18n_0566
s01901	47288.0	50456.0		703326.0	4705.0	161554.0		11244.0		103880.0			960467.0		13213.0	569073.0	281555.0	11803950.0	111842.0	1628894.0	16764.0				3520.0	658932.0			68673.0	841264.0			7056.0	294982.0			30467.0		41017.0		9947.0			34580.0	20375.0	234775.0	227434.0	126743.0					55698.0		27199.0		148281.0	1378.0	169940.0	10079.0								16151.0								240514.0	191559.0					23641.0			17326.0				32899.0				844332.0			24284.0		16300.0										158432.0							0.0				207432.0								196651.0	35636.0					3833870									27561.0			34626.0	76172.0			148408.0	12031.0		1282.0				39082.0			15716.0							4703.0		24891.0		13740.0	630.0		90311.0						23221.0					4759.0	1752978				0.0	134629.0	601.0			223840.0	22686.0			28677.0				183937.0		21526.0			9328347.0	46748.0								0.0	349.0		42157.0	755127.0		329.0							16211.0	118040.0	318.0	1050.0	179957.0		576.0									1643.0															87429.0	168467.0	431889	392655	254064	51659	1855635	2156361	7714037	7688273	34879.0
s01861	0.0	0.0		0.0	0.0	274.0		0.0		0.0			1093.0		0.0	1202.0	0.0	12232.0	304.0	986.0	571.0				3960.0	410.0			0.0	0.0			141.0	0.0			720.0		696.0		0.0			0.0	115.0	0.0	0.0	0.0					0.0		0.0		227.0	0.0	0.0	0.0								151.0								0.0	111.0					0.0			0.0				159.0				396.0			0.0		0.0										0.0							0.0				259.0								812.0	0.0					186									0.0			19079.0	0.0			0.0	0.0		0.0				0.0			0.0							0.0		0.0		0.0	0.0		0.0						113.0					0.0	0				0.0	0.0	0.0			0.0	0.0			131.0				1123636.0		0.0			11825224.0	0.0								0.0	0.0		0.0	360022.0		102.0							0.0	0.0	0.0	0.0	0.0		0.0									0.0															0.0	0.0	205	0	0	0	0	0	51750	988	0.0
s01880	29324.0	11134.0		689066.0	2875.0	479256.0		10489.0		141266.0			972781.0		12208.0	484052.0	283842.0	11899892.0	145926.0	7501545.0	15768.0				2166.0	782254.0			56790.0	262855.0			9934.0	326880.0			21692.0		68783.0		2853.0			45982.0	23853.0	131529.0	27367.0	46864.0					43001.0		33441.0		131236.0	216.0	74205.0	10964.0								14263.0								147892.0	143627.0					11125.0			21849.0				27864.0				578304.0			23455.0		17184.0										142023.0							60247.0				174502.0								296356.0	142346.0					4207877									28776.0			19943.0	271964.0			41379.0	42785.0		29259.0				27865.0			14053.0							10860.0		28282.0		12571.0	1271.0		102829.0						35102.0					8124.0	1846070				40550.0	132223.0	275.0			273966.0	11652.0			29759.0				327984.0		476.0			13111499.0	35552.0								0.0	273.0		45110.0	913547.0		2720.0							9180.0	44300.0	258.0	496.0	34983.0		1994.0									20910.0															82864.0	163974.0	412994	394476	252338	54932	1833983	2156386	8222820	7653865	44023.0
s01884	57262.0	11543.0		822416.0	10377.0	254471.0		9981.0		106687.0			1060324.0		4714.0	551454.0	285588.0	11863586.0	122980.0	717259.0	20636.0				3670.0	753859.0			57686.0	790415.0			6436.0	268257.0			15061.0		121601.0		3466.0			37596.0	19034.0	327531.0	53305.0	138523.0					29756.0		33258.0		166869.0	347.0	193535.0	21377.0								17564.0								248053.0	278203.0					19582.0			18643.0				28983.0				151162.0			24224.0		16965.0										160203.0							59096.0				202746.0								448295.0	171550.0					3886321									25495.0			51955.0	73710.0			977.0	5216.0		11849.0				32575.0			12646.0							1453.0		31823.0		11433.0	1700.0		65975.0						64170.0					3782.0	1817605				0.0	114661.0	744.0			314025.0	6630.0			28788.0				265141.0		27338.0			12626612.0	89916.0								28326.0	38259.0		43972.0	620740.0		89187.0							13570.0	160726.0	99.0	35.0	191499.0		500.0									1387.0															82500.0	165588.0	404982	400448	255704	56159	1781549	2245329	8710029	7879926	38183.0
s01903	48770.0	33441.0		690672.0	4668.0	168624.0		9156.0		120219.0			1042148.0		10378.0	552058.0	287737.0	12047170.0	119381.0	1542596.0	16333.0				3965.0	680718.0			68905.0	893811.0			8705.0	289275.0			26913.0		41039.0		8983.0			33130.0	20992.0	273505.0	235727.0	144654.0					53800.0		28680.0		146160.0	198.0	171614.0	11569.0								14658.0								261128.0	191383.0					20367.0			17025.0				25451.0				841187.0			28432.0		16593.0										155265.0							514.0				196652.0								253994.0	35862.0					3873008									29109.0			32346.0	77447.0			148528.0	12231.0		7242.0				36410.0			14111.0							3106.0		35141.0		11439.0	1141.0		90893.0						26239.0					5327.0	1750775				0.0	144749.0	1092.0			236093.0	22843.0			34400.0				185180.0		24900.0			9185322.0	41407.0								0.0	113.0		43904.0	934023.0		167.0							15537.0	115457.0	215.0	1157.0	190519.0		0.0									1808.0															84021.0	166718.0	424831	406530	263261	54917	1823843	2186225	8051525	7557459	91229.0
s01867	62625.0	7720.0		789073.0	10902.0	184579.0		9475.0		24503.0			1116764.0		5042.0	488023.0	292541.0	10856573.0	118108.0	632974.0	17333.0				2707.0	753422.0			52387.0	783487.0			4795.0	273042.0			18390.0		23925.0		6958.0			33877.0	16842.0	339319.0	20413.0	146861.0					41160.0		36237.0		153189.0	233.0	194256.0	20133.0								19643.0								191763.0	285703.0					22103.0			14876.0				26504.0				222617.0			15214.0		14772.0										169194.0							54084.0				192295.0								426297.0	36086.0					3763214									23657.0			47369.0	75362.0			111939.0	4365.0		9078.0				24974.0			11328.0							1863.0		35288.0		11092.0	453.0		53096.0						61644.0					3260.0	1676921				0.0	107361.0	633.0			312531.0	5761.0			28745.0				749904.0		25566.0			14722336.0	30463.0								32656.0	33375.0		43726.0	723242.0		78028.0							12538.0	169086.0	30.0	709.0	168335.0		1124.0									1404.0															79562.0	150367.0	396515	347166	247344	52966	1713607	2117741	7317484	6452883	71161.0
s01904	46972.0	8926.0		674387.0	5078.0	378489.0		9267.0		338656.0			1285781.0		9437.0	572200.0	251236.0	11174289.0	122789.0	843718.0	17959.0				3069.0	712429.0			181921.0	984570.0			16874.0	308551.0			22708.0		42897.0		10195.0			35261.0	22985.0	267538.0	259135.0	151652.0					48470.0		29061.0		145890.0	356.0	190215.0	21111.0								15142.0								308897.0	214187.0					20955.0			17097.0				35484.0				737188.0			23652.0		16742.0										165923.0							123.0				226956.0								252076.0	20630.0					3775921									23979.0			51696.0	80876.0			147368.0	5945.0		5589.0				26501.0			14173.0							1565.0		26668.0		12775.0	2092.0		101984.0						57280.0					4813.0	1658726				494725.0	121515.0	551.0			271532.0	29491.0			32330.0				177904.0		847.0			9058169.0	30812.0								0.0	334.0		43830.0	798095.0		348.0							18054.0	142963.0	807.0	469.0	179936.0		600.0									1890.0															84275.0	166166.0	430032	416781	250095	53011	1805244	2240518	8376224	7616350	54521.0
s01886	66085.0	8775.0		661003.0	5785.0	220649.0		94504.0		339863.0			1246612.0		2010.0	677098.0	4888.0	12243084.0	9588.0	1387139.0	23299.0				3360.0	9360.0			45728.0	297971.0			15782.0	2376068.0			1554.0		28766.0		2015.0			3430.0	17105.0	127710.0	405452.0	8036.0					10422.0		1320.0		156878.0	6912.0	4090.0	17586.0								17849.0								168684.0	149523.0					23244.0			23275.0				26068.0				101127.0			23662.0		17436.0										5873.0							58096.0				239778.0								268544.0	10621.0					3877880									5899.0			44346.0	106831.0			99793.0	2434.0		6267.0				44234.0			15526.0							1269.0		44103.0		11736.0	747.0		199460.0						22374.0					4712.0	1757408				167005.0	130309.0	1149.0			205939.0	11794.0			16220.0				443800.0		4879.0			14732668.0	28224.0								0.0	9954.0		122.0	806588.0		26302.0							2106.0	57511.0	0.0	0.0	92351.0		0.0									1513.0															88291.0	166097.0	450868	387678	311661	56877	1806443	2199742	7808960	7650716	51642.0
s01885	56499.0	10443.0		740104.0	5371.0	215542.0		11282.0		94042.0			1174574.0		4718.0	530406.0	269252.0	11044912.0	111494.0	650414.0	17787.0				3377.0	701285.0			51428.0	829632.0			5264.0	235753.0			16097.0		114528.0		2773.0			20985.0	18566.0	331689.0	47424.0	134277.0					30146.0		31684.0		164436.0	4892.0	185703.0	24321.0								17635.0								264217.0	272799.0					19087.0			16634.0				26861.0				141012.0			17748.0		16350.0										162077.0							59251.0				206466.0								430228.0	164219.0					3689066									23075.0			46724.0	68818.0			791.0	4682.0		14489.0				29966.0			11181.0							2299.0		30366.0		11608.0	729.0		66703.0						65558.0					3876.0	1715470				0.0	110890.0	726.0			295153.0	5932.0			27595.0				256426.0		13727.0			12239681.0	43824.0								29579.0	33005.0		42066.0	595469.0		57945.0							17735.0	151413.0	103.0	960.0	177707.0		306.0									1362.0															79823.0	168849.0	439320	380384	260273	60366	1871228	2230450	7854374	7763348	57667.0
s01870	57005.0	9730.0		461276.0	2168.0	153973.0		49587.0		349026.0			1428681.0		1852.0	490471.0	4540.0	10951255.0	6976.0	1373708.0	22951.0				2870.0	11888.0			24479.0	326579.0			10710.0	1654227.0			1171.0		33436.0		1967.0			1774.0	15494.0	171644.0	637516.0	10571.0					17353.0		2916.0		82796.0	12621.0	2415.0	20769.0								15678.0								78693.0	163574.0					22364.0			17645.0				32609.0				126377.0			20374.0		14504.0										15857.0							51869.0				144670.0								381997.0	9271.0					3715529									3320.0			48734.0	136071.0			107745.0	2211.0		10274.0				40862.0			12123.0							847.0		37884.0		4753.0	2509.0		187381.0						19998.0					5874.0	1518871				172619.0	133729.0	1208.0			210653.0	13826.0			18137.0				703109.0		1861.0			15846139.0	15512.0								0.0	12234.0		1933.0	858109.0		28173.0							4547.0	58588.0	0.0	104.0	87802.0		0.0									940.0															86325.0	120434.0	454728	363382	303766	62565	1746239	2192774	7159460	7371133	70596.0
s01859	0.0	0.0		105.0	0.0	428.0		104.0		0.0			808.0		0.0	2090.0	0.0	2248.0	0.0	777.0	1697.0				4013.0	106.0			0.0	155.0			0.0	126.0			121.0		341.0		0.0			0.0	394.0	0.0	214.0	0.0					0.0		247.0		427.0	111.0	0.0	0.0								0.0								0.0	0.0					0.0			0.0				145.0				256.0			0.0		0.0										0.0							0.0				330.0								1101.0	0.0					3053									0.0			22376.0	0.0			0.0	0.0		0.0				0.0			0.0							0.0		0.0		108.0	0.0		0.0						0.0					0.0	0				0.0	0.0	0.0			0.0	0.0			0.0				1112885.0		0.0			11326497.0	0.0								0.0	0.0		0.0	428953.0		0.0							0.0	0.0	0.0	0.0	0.0		0.0									0.0															0.0	0.0	1073	0	0	0	0	0	83973	1655	0.0
s01906	47972.0	8752.0		623415.0	4890.0	169876.0		9899.0		372790.0			1249565.0		9586.0	597094.0	256414.0	11464308.0	54989.0	1005680.0	17175.0				2978.0	676535.0			90680.0	629182.0			14124.0	171839.0			24409.0		40308.0		10182.0			18154.0	18162.0	256551.0	267180.0	140453.0					55810.0		32227.0		143668.0	4374.0	202446.0	10854.0								16661.0								249731.0	193691.0					21156.0			18388.0				34622.0				718145.0			25514.0		18071.0										168896.0							632.0				201061.0								251356.0	32362.0					3724100									22103.0			49673.0	80860.0			154985.0	6067.0		5467.0				29262.0			12784.0							3876.0		41555.0		11555.0	556.0		105801.0						54887.0					4992.0	1671328				609227.0	118083.0	617.0			263933.0	10054.0			30104.0				169340.0		108.0			9003481.0	30631.0								293.0	148.0		48060.0	880865.0		499.0							18442.0	144071.0	591.0	453.0	191681.0		621.0									911.0															87879.0	180923.0	448947	404438	257964	55562	1853671	2277225	8143606	7948982	75212.0
s01881	30274.0	11187.0		690270.0	3227.0	443768.0		9357.0		137591.0			986986.0		11566.0	485637.0	306651.0	11686611.0	144447.0	7224500.0	14568.0				2670.0	786252.0			57928.0	248063.0			11849.0	318932.0			20444.0		76183.0		6096.0			44853.0	21105.0	121519.0	24235.0	51998.0					42911.0		29874.0		127183.0	175.0	72858.0	10145.0								12419.0								152376.0	142981.0					21413.0			21490.0				28265.0				553826.0			25944.0		16039.0										142691.0							59215.0				184460.0								267794.0	144310.0					3677808									29479.0			24678.0	276362.0			41480.0	44138.0		34057.0				26953.0			13752.0							10691.0		34263.0		13156.0	1064.0		93913.0						43350.0					7811.0	1729054				44879.0	133268.0	619.0			277855.0	9254.0			30044.0				308920.0		799.0			12919373.0	40761.0								0.0	362.0		42894.0	835075.0		2199.0							8326.0	46173.0	152.0	480.0	34710.0		3102.0									21539.0															86727.0	110437.0	460668	389350	253054	57427	1878408	2187785	7837489	7670051	58466.0
s01897	61929.0	10691.0		575669.0	9305.0	315658.0		23351.0		75825.0			1053145.0		1587.0	656245.0	2286.0	10858173.0	7565.0	1167655.0	17012.0				4112.0	10668.0			36584.0	275507.0			12848.0	1372574.0			2073.0		38863.0		889.0			1853.0	16187.0	162342.0	307234.0	21967.0					16709.0		2002.0		125325.0	7899.0	2642.0	2719.0								17421.0								290905.0	173022.0					19193.0			33962.0				32613.0				2213.0			25584.0		16392.0										26819.0							276319.0				239332.0								261134.0	13914.0					3795866									14124.0			32827.0	127885.0			195241.0	3033.0		798.0				41119.0			13451.0							2155.0		40822.0		4859.0	6368.0		131562.0						26484.0					17786.0	1718614				64321.0	152631.0	584.0			224235.0	13586.0			20572.0				234424.0		2322.0			10681589.0	48138.0								0.0	1093.0		1144.0	396376.0		1629.0							250.0	55299.0	108.0	618.0	230.0		333.0									0.0															86873.0	177500.0	467544	385328	314634	60854	1881293	2250019	7904542	7771170	45504.0
s01877	42746.0	20126.0		830158.0	14053.0	344259.0		26752.0		84336.0			1126824.0		58686.0	660481.0	373446.0	10951254.0	129838.0	460534.0	22032.0				2893.0	624869.0			53028.0	390485.0			9387.0	271459.0			68789.0		37959.0		29578.0			42947.0	7643.0	316956.0	250045.0	39459.0					121707.0		13304.0		137310.0	967.0	133820.0	1438.0								28801.0								218988.0	194582.0					22281.0			19513.0				38894.0				327.0			26701.0		16727.0										83560.0							682.0				239914.0								302950.0	54374.0					3438698									46143.0			23860.0	72527.0			174667.0	7061.0		6547.0				47327.0			13926.0							118860.0		32871.0		15820.0	2268.0		104786.0						52684.0					2678.0	1270107				5169.0	175233.0	1233.0			261136.0	8601.0			19132.0				357639.0		585.0			13501195.0	33849.0								0.0	154.0		36825.0	253171.0		226.0							14371.0	56853.0	11612.0	10877.0	177518.0		14762.0									7445.0															54328.0	169341.0	459835	336359	301797	64325	1814452	2200030	7117583	7569946	56699.0
s01894	330.0	9348.0		16927.0	13106.0	305033.0		702636.0		42703.0			739098.0		5271.0	801500.0	259620.0	12539638.0	128632.0	338509.0	36336.0				3996.0	19305.0			15277.0	1126183.0			2515.0	284904.0			11077.0		46019.0		11167.0			24407.0	20163.0	370663.0	26665.0	58725.0					15615.0		750.0		2650.0	358.0	2045.0	20634.0								15748.0								17280.0	305605.0					25256.0			17536.0				33042.0				221958.0			26561.0		16179.0										115062.0							47893.0				3880.0								455863.0	40986.0					3738352									220223.0			23385.0	80011.0			151834.0	5182.0		2912.0				28935.0			13042.0							220.0		36941.0		12713.0	571.0		62667.0						65348.0					4305.0	1509445				12393.0	226053.0	852.0			229323.0	12737.0			1892.0				219875.0		27612.0			10372235.0	27881.0								31313.0	32354.0		17508.0	149407.0		80006.0							13992.0	83510.0	627.0	600.0	191594.0		1483.0									1192.0															88392.0	175497.0	438054	401979	299769	61563	1924854	2273978	8037381	7758978	51757.0
s01898	61227.0	9013.0		779355.0	9900.0	278971.0		10654.0		88005.0			1014060.0		19584.0	532180.0	285908.0	11501946.0	114959.0	614283.0	18023.0				3585.0	633330.0			44700.0	1091099.0			7078.0	252121.0			46914.0		32687.0		10202.0			38690.0	18454.0	343207.0	34678.0	138236.0					89510.0		27260.0		158367.0	76.0	190113.0	19537.0								19964.0								249345.0	239529.0					18595.0			20451.0				29191.0				68039.0			23018.0		16040.0										156967.0							18817.0				192735.0								455532.0	59669.0					3790434									25469.0			23362.0	69951.0			111368.0	5428.0		7785.0				28420.0			12891.0							29886.0		29067.0		12738.0	765.0		57669.0						61701.0					3919.0	1787386				0.0	119874.0	585.0			271168.0	5327.0			27229.0				192564.0		23171.0			9708998.0	40347.0								28352.0	27824.0		44442.0	237452.0		52109.0							15202.0	139485.0	1464.0	2159.0	185971.0		9809.0									3379.0															84911.0	166406.0	451663	379968	271536	58978	1873150	2249369	7822564	7735142	69035.0
s01865	58377.0	10035.0		812261.0	5387.0	121972.0		9108.0		78116.0			1149503.0		3111.0	408713.0	289912.0	11064543.0	126094.0	691767.0	18607.0				2245.0	780123.0			50191.0	770866.0			6374.0	289463.0			20176.0		27692.0		6812.0			33728.0	19309.0	339222.0	23431.0	148984.0					40526.0		32300.0		155633.0	113.0	185472.0	23640.0								17719.0								195853.0	270404.0					21045.0			17993.0				31366.0				232565.0			16886.0		15878.0										174282.0							54303.0				207671.0								434303.0	26360.0					3892363									23965.0			48150.0	71339.0			111333.0	5386.0		5037.0				26830.0			10991.0							1337.0		29295.0		11447.0	1344.0		51764.0						64274.0					3527.0	1641591				16980.0	108040.0	607.0			305192.0	6197.0			29244.0				954259.0		22353.0			15283447.0	34264.0								32514.0	31645.0		42656.0	762196.0		79229.0							15445.0	175116.0	534.0	391.0	177113.0		1087.0									1399.0															77044.0	125750.0	395371	350232	254089	56024	1712841	2149854	6199020	5139206	55040.0
s01889	65938.0	25717.0		840915.0	11000.0	503826.0		33741.0		43847.0			1086968.0		50518.0	694288.0	353231.0	12062678.0	126586.0	524834.0	22719.0				3743.0	618000.0			50038.0	323318.0			9350.0	257920.0			60703.0		44269.0		16875.0			42245.0	8757.0	267369.0	301816.0	36598.0					107700.0		27152.0		186079.0	316.0	156363.0	1298.0								21546.0								296004.0	207771.0					25583.0			25648.0				40588.0				942.0			30759.0		18514.0										42201.0							674.0				277379.0								166216.0	19981.0					3578156									37917.0			20143.0	79395.0			193731.0	6628.0		5489.0				47627.0			14220.0							53620.0		32575.0		13459.0	1426.0		122031.0						47988.0					1474.0	1267287				0.0	194313.0	764.0			244956.0	9047.0			18441.0				229246.0		2014.0			11500361.0	51094.0								0.0	955.0		23090.0	217688.0		1352.0							16656.0	58945.0	7210.0	6663.0	183832.0		11195.0									3759.0															81639.0	177526.0	462393	375519	300251	59135	1856962	2157260	7823910	7586572	75709.0
s01860	0.0	0.0		104.0	116.0	616.0		139.0		0.0			643.0		0.0	1959.0	0.0	8228.0	537.0	2740.0	418.0				6903.0	35.0			0.0	0.0			0.0	149.0			0.0		309.0		0.0			247.0	219.0	0.0	210.0	0.0					0.0		0.0		418.0	106.0	0.0	112.0								0.0								0.0	251.0					0.0			229.0				206.0				134.0			0.0		0.0										0.0							0.0				103.0								1514.0	0.0					987									0.0			16496.0	0.0			127.0	0.0		0.0				130.0			0.0							105.0		0.0		120.0	0.0		0.0						105.0					0.0	0				0.0	0.0	0.0			0.0	0.0			0.0				966966.0		0.0			10620328.0	0.0								233.0	0.0		0.0	379613.0		0.0							0.0	0.0	0.0	0.0	168.0		0.0									0.0															0.0	0.0	1596	0	0	0	0	148	49061	410	0.0
s01864	0.0	0.0		0.0	0.0	1168.0		0.0		115.0			856.0		0.0	4935.0	0.0	7711.0	0.0	1206.0	647.0				4133.0	0.0			0.0	0.0			0.0	427.0			115.0		682.0		0.0			0.0	162.0	0.0	0.0	0.0					0.0		0.0		148.0	0.0	0.0	0.0								611.0								0.0	0.0					0.0			180.0				89.0				117.0			0.0		162.0										0.0							0.0				327.0								440.0	0.0					209									0.0			17149.0	0.0			0.0	0.0		0.0				0.0			103.0							108.0		0.0		0.0	0.0		0.0						0.0					0.0	0				0.0	0.0	0.0			0.0	108.0			0.0				890666.0		0.0			10693611.0	0.0								0.0	105.0		0.0	350178.0		0.0							0.0	0.0	0.0	0.0	0.0		0.0									0.0															0.0	0.0	1126	0	0	0	121	432	59472	24044	0.0
s01907	60580.0	12341.0		604006.0	6591.0	236601.0		32584.0		98471.0			1083188.0		2156.0	695826.0	10035.0	12767777.0	7601.0	938147.0	28219.0				3408.0	52638.0			16135.0	323500.0			10140.0	1225670.0			11006.0		44361.0		1695.0			2360.0	28085.0	196491.0	137812.0	142841.0					46178.0		4034.0		109565.0	14982.0	4492.0	13951.0								17992.0								13525.0	160866.0					25883.0			20903.0				30305.0				70007.0			23189.0		15841.0										89416.0							51571.0				231464.0								339763.0	19060.0					3950083									6203.0			49933.0	127902.0			6037.0	3521.0		14871.0				40737.0			13095.0							1408.0		43674.0		7152.0	2790.0		142712.0						17319.0					5226.0	1808334				58405.0	136538.0	1419.0			284342.0	13710.0			21328.0				394717.0		0.0			11266954.0	46979.0								132.0	665.0		7961.0	1004327.0		740.0							747.0	55330.0	0.0	126.0	23453.0		648.0									1060.0															83393.0	168337.0	450379	416161	314237	55797	1856549	2196889	8380042	7894580	61184.0
s01882	49824.0	11891.0		654241.0	4710.0	404075.0		10606.0		138030.0			951891.0		9767.0	469392.0	251140.0	11473934.0	77730.0	7448042.0	15570.0				2684.0	687419.0			17956.0	237546.0			10270.0	137218.0			20110.0		71103.0		1012.0			18479.0	20987.0	120368.0	25389.0	55257.0					44024.0		32787.0		140466.0	5229.0	77688.0	8932.0								14747.0								156533.0	137589.0					17172.0			20541.0				29338.0				565232.0			21469.0		15661.0										145183.0							55121.0				170192.0								289548.0	135813.0					3655392									10694.0			22366.0	264224.0			57117.0	20921.0		29311.0				26835.0			13887.0							9009.0		37670.0		6225.0	908.0		105069.0						43254.0					8631.0	1765193				45755.0	130846.0	1222.0			269794.0	7933.0			33535.0				303348.0		0.0			12871756.0	44730.0								154.0	814.0		43471.0	868940.0		2772.0							7667.0	47966.0	0.0	350.0	35626.0		2451.0									19898.0															83406.0	172737.0	457196	377369	257098	57868	1852928	2173917	7666177	7631612	71292.0
s01876	73685.0	9877.0		977386.0	11491.0	14726.0		578961.0		3190.0			1135215.0		7539.0	1453952.0	501416.0	105075.0	133331.0	730846.0	125657.0				158544.0	731863.0			63220.0	438105.0			6978.0	294439.0			37669.0		39908.0		9985.0			47845.0	17946.0	391907.0	6031064.0	7514.0					72295.0		32070.0		152471.0	1178.0	4700.0	25980.0								259108.0								10196.0	214195.0					21593.0			1235.0				29443.0				1798.0			15231.0		16322.0										11979.0							55269.0				259134.0								470026.0	50767.0					28736									30155.0			52483.0	72865.0			182254.0	6839.0		3858.0				34398.0			14093.0							2782.0		23487.0		33470.0	390406.0		53898.0						74104.0					3878.0	1054965				3732208.0	109698.0	15591.0			95209.0	7860.0			12179.0				441797.0		376.0			13585437.0	28910.0								17358.0	24561.0		3260.0	1889770.0		1168.0							15207.0	62258.0	2333.0	1841.0	181410.0		2290.0									2560.0															88242.0	168973.0	487974	368709	302189	66913	1796356	2163716	7157780	7669770	65235.0
